id,CPU (cores),Memory (GB),Executor,Arrival Time (T_A),Start Time (T_S),Finish Time (T_F),Waiting Time (T_W),Estimated Finish Time (T_est),Deadline Violation Time (T_D),Deadline Satisfied,Placement List
job-2112,4,11,1,105550,128859,128957,23309,98,105945,false,C-s-1 
job-2114,4,10,1,105664,128957,128996,23293,39,105804,false,L-s-0 
job-2115,3,8,3,105707,128957,129064,23250,107,105975,false,L-l-0 L-l-0 L-l-0 
job-2116,5,8,6,105743,128957,129183,23214,226,106179,false,L-m-0 C-m-0 C-l-1 C-l-0 C-l-0 C-l-1 
job-2117,1,8,3,105781,129183,129295,23402,112,106125,false,L-m-0 L-m-0 L-m-0 
job-2118,3,11,3,105826,129183,129297,23357,114,105988,false,L-l-0 L-l-0 L-l-0 
job-2119,6,12,6,105856,129183,129382,23327,199,106140,false,C-l-0 C-l-1 C-l-0 C-l-2 C-l-1 C-l-2 
job-2121,4,10,6,105962,129295,129442,23333,147,106360,false,C-s-0 C-m-2 L-m-0 C-m-2 L-m-0 C-s-1 
job-2120,1,5,4,105910,129295,129459,23385,164,106199,false,L-s-0 L-l-0 L-l-0 L-l-0 
job-2122,4,11,2,106004,129459,129477,23455,18,106065,false,L-m-0 L-m-0 
job-2123,3,4,6,106043,129459,129484,23416,25,106069,false,L-s-0 L-l-0 L-l-0 C-s-1 L-l-0 L-l-0 
job-2124,3,6,5,106101,129459,129661,23358,202,106477,false,C-s-2 C-l-1 C-l-1 C-l-1 C-l-1 
job-2125,4,11,7,106154,129661,129676,23507,15,106428,false,L-l-0 L-m-0 L-s-0 L-l-0 L-m-0 L-l-0 C-s-2 
job-2127,4,11,2,106265,129661,129768,23396,107,106375,false,C-m-0 C-m-0 
job-2126,6,7,4,106204,129661,129800,23457,139,106547,false,C-l-0 C-l-0 C-l-1 C-l-1 
job-2128,6,11,4,106331,129768,129825,23437,57,106558,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-2129,6,5,7,106389,129800,130355,23411,555,107167,false,C-m-1 C-l-1 C-l-0 C-l-0 C-l-1 C-l-2 C-l-2 
job-2130,6,12,7,106440,130355,130450,23915,95,106577,false,L-m-0 C-l-0 C-l-1 L-l-0 C-l-0 C-l-1 L-l-0 
job-2131,5,4,1,106481,130450,130475,23969,25,106791,false,L-m-0 
job-2132,6,6,8,106534,130450,130560,23916,110,106645,false,L-l-0 L-l-0 C-l-0 C-l-2 C-l-0 C-l-2 C-l-1 C-l-1 
job-2133,6,7,4,106587,130475,130585,23888,110,106858,false,C-m-0 L-m-0 C-m-2 C-m-1 
job-2134,6,7,5,106633,130585,130597,23952,12,106857,false,L-m-0 C-l-0 L-l-0 L-l-0 C-l-0 
job-2136,6,9,3,106752,130585,130600,23833,15,106840,false,C-l-2 C-l-2 C-m-0 
job-2137,5,5,1,106805,130585,130653,23780,68,106909,false,C-m-1 
job-2135,4,12,1,106687,130585,130672,23898,87,106925,false,L-s-0 
job-2138,2,6,1,106857,130653,130733,23796,80,106969,false,L-m-0 
job-2139,5,12,4,106910,130653,130760,23743,107,107019,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-2140,2,9,3,106967,130653,130762,23686,109,107168,false,C-s-1 L-l-0 C-m-0 
job-2141,4,7,3,107013,130733,130768,23720,35,107141,false,L-s-0 C-m-1 C-m-1 
job-2142,2,4,1,107061,130762,130797,23701,35,107109,false,L-m-0 
job-2144,4,11,7,107171,130762,130960,23591,198,107606,false,C-m-0 C-l-2 C-l-2 C-s-1 C-l-2 C-m-0 C-s-2 
job-2143,5,11,7,107115,130762,131021,23647,259,107672,false,L-l-0 C-l-0 L-m-0 C-l-1 C-l-1 L-l-0 C-l-0 
job-2145,6,11,7,107219,131021,131063,23802,42,107301,false,L-m-0 C-l-0 C-l-0 C-l-2 C-l-2 L-l-0 L-l-0 
job-2146,3,12,8,107276,131063,131079,23787,16,107393,false,L-m-0 L-l-0 C-s-1 L-l-0 L-l-0 L-l-0 L-m-0 L-s-0 
job-2147,6,11,6,107320,131063,131206,23743,143,107672,false,C-l-0 C-l-1 C-l-2 C-l-2 C-l-1 C-l-0 
job-2148,4,12,4,107358,131206,131223,23848,17,107661,false,L-l-0 L-l-0 L-s-0 L-l-0 
job-2150,6,6,8,107452,131206,131230,23754,24,107518,false,C-l-0 C-l-1 C-l-2 C-l-2 C-l-0 C-m-1 C-l-1 C-m-0 
job-2149,2,8,3,107400,131206,131244,23806,38,107492,false,L-m-0 L-m-0 L-m-0 
job-2151,2,4,5,107494,131206,131281,23712,75,107701,false,C-m-0 C-m-1 C-s-1 L-m-0 C-s-1 
job-2152,4,7,3,107558,131281,131304,23723,23,107647,false,L-l-0 L-l-0 L-l-0 
job-2153,6,12,6,107619,131281,131475,23662,194,108017,false,C-m-0 C-l-1 C-l-1 L-m-0 C-l-2 C-l-2 
job-2154,1,11,8,107676,131281,131635,23605,354,108306,false,C-s-1 C-l-0 C-l-0 C-l-0 C-m-0 C-l-0 L-s-0 L-m-0 
job-2156,4,6,8,107784,131635,131674,23851,39,107847,false,C-l-1 C-m-0 C-l-0 C-l-1 C-l-1 C-l-0 C-l-0 C-m-0 
job-2155,4,11,6,107735,131635,131704,23900,69,107856,false,L-m-0 L-s-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-2157,4,7,4,107831,131635,131832,23804,197,108186,false,C-m-1 C-m-2 C-m-2 C-m-1 
job-2158,4,11,2,107880,131635,131883,23755,248,108292,false,C-s-2 C-s-1 
job-2159,2,8,7,107927,131883,131900,23956,17,108057,false,L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 L-s-0 L-l-0 
job-2160,2,12,7,107978,131883,132146,23905,263,108330,false,L-m-0 C-l-0 C-l-0 C-s-1 C-l-0 C-l-0 L-m-0 
job-2161,3,6,6,108032,132146,132202,24114,56,108232,false,L-m-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-2163,1,7,5,108134,132146,132308,24012,162,108516,false,C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 
job-2162,2,10,2,108086,132146,132392,24060,246,108477,false,L-s-0 L-m-0 
job-2164,6,12,5,108182,132146,132427,23964,281,108604,false,C-l-2 C-l-2 C-l-0 C-l-1 C-l-1 
job-2166,1,5,6,108282,132202,132435,23920,233,108533,false,L-s-0 C-s-0 C-m-0 C-s-0 C-m-0 C-s-0 
job-2165,6,4,4,108232,132202,132465,23970,263,108606,false,L-l-0 L-m-0 L-l-0 C-m-0 
job-2169,5,9,2,108445,132427,132506,23982,79,108635,false,C-m-2 C-m-1 
job-2167,6,5,4,108336,132427,132514,24091,87,108712,false,C-l-0 C-l-1 C-l-1 C-l-0 
job-2168,5,10,2,108391,132427,132590,24036,163,108799,false,C-l-2 C-l-2 
job-2170,5,10,6,108507,132506,132884,23999,378,109054,false,C-m-0 L-l-0 L-l-0 L-m-0 C-m-1 C-m-2 
job-2171,3,7,1,108553,132884,133079,24331,195,108969,false,L-s-0 
job-2173,2,8,7,108656,133079,133107,24423,28,108739,false,L-l-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 L-l-0 
job-2172,1,4,5,108605,133079,133114,24474,35,108897,false,L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-2174,6,9,4,108702,133079,133145,24377,66,108984,false,C-l-0 C-l-1 C-l-1 C-l-0 
job-2175,2,10,2,108747,133079,133155,24332,76,109055,false,L-s-0 C-s-1 
job-2177,1,10,7,108830,133079,133478,24249,399,109356,false,C-m-0 C-m-1 C-m-1 C-m-1 C-m-0 C-s-0 C-m-0 
job-2176,1,8,8,108793,133079,133571,24286,492,109404,false,C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 C-s-2 C-s-2 
job-2179,2,11,3,108935,133571,133592,24636,21,109239,false,C-l-0 C-l-0 C-l-0 
job-2178,1,11,8,108883,133571,133610,24688,39,109037,false,L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 L-m-0 C-s-1 L-m-0 
job-2181,6,7,5,109026,133592,133620,24566,28,109158,false,C-l-0 C-l-1 L-m-0 C-l-0 C-l-1 
job-2180,2,12,1,108980,133592,133655,24612,63,109048,false,C-s-2 
job-2182,1,7,8,109073,133592,133804,24519,212,109508,false,C-s-0 C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 C-s-0 C-l-2 
job-2183,4,5,8,109123,133610,133823,24487,213,109354,false,L-s-0 L-l-0 L-l-0 C-l-2 L-l-0 C-s-1 C-m-0 C-m-0 
job-2184,5,12,3,109189,133804,133862,24615,58,109485,false,L-m-0 C-m-1 C-l-2 
job-2186,6,10,5,109276,133862,133886,24586,24,109440,false,L-l-0 C-l-0 L-l-0 L-m-0 C-l-0 
job-2185,4,5,1,109239,133862,133904,24623,42,109336,false,L-s-0 
job-2188,1,5,6,109379,133862,133958,24483,96,109731,false,C-m-0 C-m-0 L-m-0 C-m-0 C-m-0 L-m-0 
job-2187,6,5,4,109336,133862,133960,24526,98,109663,false,C-l-1 C-l-2 C-l-2 C-l-1 
job-2189,5,4,2,109429,133958,133975,24529,17,109545,false,L-l-0 L-l-0 
job-2190,4,12,3,109478,133958,134050,24480,92,109808,false,L-m-0 L-m-0 L-s-0 
job-2191,6,11,8,109539,133960,134204,24421,244,109786,false,C-l-1 C-l-1 C-l-2 C-l-2 C-l-0 C-m-1 C-l-0 C-m-0 
job-2193,4,4,2,109640,134204,134225,24564,21,109687,false,L-m-0 L-l-0 
job-2192,1,7,8,109580,134204,134229,24624,25,109759,false,L-l-0 L-s-0 L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-2194,2,10,5,109687,134204,134233,24517,29,109971,false,L-m-0 L-m-0 C-m-1 C-m-1 C-m-1 
job-2195,5,9,4,109732,134204,134356,24472,152,110029,false,C-l-0 C-l-1 C-l-1 C-l-0 
job-2196,6,7,2,109783,134356,134384,24573,28,110086,false,L-l-0 L-l-0 
job-2197,6,6,3,109846,134356,134421,24510,65,110175,false,L-m-0 C-l-0 C-l-0 
job-2198,1,11,5,109887,134356,134585,24469,229,110362,false,L-s-0 L-m-0 L-m-0 C-m-0 C-m-0 
job-2199,3,4,8,109945,134585,134597,24640,12,110179,false,L-m-0 L-l-0 L-s-0 L-l-0 L-l-0 L-l-0 C-s-1 L-m-0 
job-2200,3,9,8,109992,134585,134740,24593,155,110163,false,C-l-0 C-l-0 C-l-1 C-l-0 C-l-1 C-l-1 C-l-0 C-l-1 
job-2201,2,7,7,110047,134740,134816,24693,76,110173,false,L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 L-s-0 L-l-0 
job-2202,2,5,2,110079,134740,135079,24661,339,110486,false,L-m-0 L-l-0 
job-2203,1,8,2,110125,135079,135132,24954,53,110267,false,L-s-0 L-s-0 
job-2204,2,10,3,110166,135079,135328,24913,249,110604,false,L-m-0 L-m-0 L-m-0 
job-2205,3,6,3,110202,135328,135358,25126,30,110463,false,L-l-0 L-l-0 L-l-0 
job-2207,6,6,3,110298,135328,135387,25030,59,110602,false,C-l-2 C-m-0 C-l-2 
job-2206,3,9,8,110253,135328,135438,25075,110,110393,false,C-l-1 C-l-1 L-s-0 C-l-1 C-l-1 L-m-0 L-l-0 L-m-0 
job-2208,4,11,7,110342,135438,135448,25096,10,110552,false,L-l-0 L-m-0 L-s-0 L-l-0 L-m-0 L-l-0 C-s-2 
job-2209,2,4,6,110390,135438,135898,25048,460,110971,false,C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 
job-2211,2,10,2,110504,135898,135957,25394,59,110782,false,L-l-0 L-l-0 
job-2210,4,8,2,110450,135898,136017,25448,119,110845,false,L-m-0 L-m-0 
job-2212,1,7,6,110561,135898,136219,25337,321,111001,false,L-s-0 L-l-0 L-l-0 L-l-0 L-s-0 L-l-0 
job-2213,6,6,2,110610,136219,136239,25609,20,110678,false,L-l-0 L-l-0 
job-2214,5,7,7,110652,136219,136296,25567,77,110892,false,C-l-0 C-l-1 C-l-0 C-l-2 C-l-1 C-l-2 L-m-0 
job-2215,2,10,8,110703,136219,136309,25516,90,110899,false,C-l-0 C-l-2 C-m-0 C-l-1 C-m-0 C-m-0 L-s-0 L-m-0 
job-2216,2,9,8,110753,136219,136324,25466,105,111038,false,C-s-1 C-m-2 C-m-2 C-s-0 C-m-1 C-m-1 C-m-2 C-m-1 
job-2218,5,12,6,110861,136309,136328,25448,19,110950,false,L-m-0 C-l-0 C-l-1 C-l-1 C-l-0 L-l-0 
job-2217,3,7,2,110815,136239,136383,25424,144,111195,false,L-l-0 L-l-0 
job-2219,1,12,6,110914,136328,136392,25414,64,111183,false,L-m-0 C-s-1 L-l-0 L-s-0 L-l-0 L-m-0 
job-2220,5,12,3,110957,136328,136698,25371,370,111450,false,C-m-0 C-l-0 C-l-0 
job-2222,5,4,2,111046,136698,136814,25652,116,111337,false,C-m-0 L-m-0 
job-2221,2,9,4,111004,136698,136899,25694,201,111379,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-2225,4,4,5,111182,136814,136916,25632,102,111464,false,C-m-0 C-l-1 C-l-1 C-m-0 C-l-1 
job-2226,6,7,7,111232,136899,136922,25667,23,111413,false,C-l-2 C-l-2 C-l-0 C-m-1 C-l-0 L-l-0 C-m-2 
job-2224,2,10,4,111130,136814,136961,25684,147,111567,false,L-m-0 L-m-0 C-s-1 L-m-0 
job-2227,6,7,4,111280,136922,137038,25642,116,111657,false,L-l-0 C-l-0 C-l-0 C-m-0 
job-2223,1,4,5,111086,136814,137068,25728,254,111371,false,L-s-0 L-s-0 L-l-0 L-l-0 L-l-0 
job-2228,3,4,6,111334,137038,137069,25704,31,111601,false,C-s-1 L-l-0 L-l-0 L-m-0 L-l-0 L-m-0 
job-2230,5,7,7,111430,137038,137182,25608,144,111771,false,C-l-0 C-l-2 C-l-1 C-m-2 C-l-1 C-l-2 C-l-0 
job-2229,2,8,6,111375,137038,137232,25663,194,111772,false,C-s-2 C-s-0 L-s-0 C-s-2 L-m-0 C-s-0 
job-2231,5,11,2,111488,137182,137241,25694,59,111633,false,L-m-0 L-l-0 
job-2232,1,7,2,111526,137241,137278,25715,37,111801,false,L-s-0 L-s-0 
job-2233,1,9,3,111576,137241,137486,25665,245,111852,false,L-m-0 L-m-0 L-m-0 
job-2234,1,4,4,111622,137486,137521,25864,35,111846,false,L-s-0 L-s-0 L-s-0 L-s-0 
job-2235,4,7,8,111667,137486,137768,25819,282,111950,false,L-m-0 C-l-0 L-l-0 C-l-0 C-l-0 L-l-0 L-m-0 L-l-0 
job-2236,6,4,8,111713,137768,137791,26055,23,111759,false,L-l-0 C-l-0 C-l-0 C-l-1 C-l-1 L-l-0 C-m-0 L-m-0 
job-2239,4,10,5,111871,137791,137889,25920,98,112221,false,C-m-2 C-m-2 C-m-1 C-s-0 C-m-1 
job-2237,3,6,2,111765,137768,137902,26003,134,111920,false,L-s-0 C-s-1 
job-2241,3,7,8,111961,137889,137960,25928,71,112118,false,C-l-1 C-m-0 C-l-1 C-s-0 C-l-1 C-m-1 C-l-1 C-m-1 
job-2238,6,12,5,111822,137791,137966,25969,175,112055,false,L-m-0 L-l-0 C-l-0 L-l-0 C-l-0 
job-2240,5,5,1,111915,137791,137992,25876,201,112287,false,C-m-0 
job-2243,6,12,5,112039,137966,138279,25927,313,112530,false,L-m-0 C-l-0 C-l-0 L-l-0 L-l-0 
job-2242,4,12,6,112001,137889,138318,25888,429,112521,false,C-m-2 C-l-2 C-l-2 C-s-2 C-l-2 C-m-2 
job-2245,5,7,4,112153,138279,138342,26126,63,112218,false,C-m-0 L-l-0 L-l-0 L-m-0 
job-2246,2,10,6,112195,138279,138387,26084,108,112332,false,C-m-0 L-l-0 C-m-1 C-m-1 C-m-1 L-m-0 
job-2247,4,12,8,112250,138387,138420,26137,33,112476,false,C-l-0 L-l-0 L-l-0 C-l-0 C-l-0 L-l-0 L-m-0 L-m-0 
job-2248,2,9,5,112290,138387,138623,26097,236,112687,false,C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 
job-2249,4,9,2,112350,138623,138746,26273,123,112533,false,L-m-0 L-m-0 
job-2250,3,8,2,112405,138746,138784,26341,38,112561,false,L-m-0 L-m-0 
job-2244,2,9,1,112093,138279,138821,26186,542,112841,false,L-s-0 
job-2252,5,4,7,112488,138784,138914,26296,130,112835,false,C-m-2 C-l-2 C-l-1 C-m-1 C-l-1 C-l-2 L-m-0 
job-2251,6,5,5,112439,138746,138990,26307,244,112927,false,L-l-0 C-l-0 L-l-0 C-m-0 C-l-0 
job-2254,5,5,7,112597,138990,139143,26393,153,112977,false,C-m-2 L-l-0 C-l-0 C-m-1 C-l-0 L-l-0 C-m-0 
job-2253,6,6,5,112542,138914,139212,26372,298,112900,false,L-m-0 C-l-1 C-l-1 C-l-2 C-l-2 
job-2258,3,5,7,112798,139143,139215,26345,72,113075,false,C-m-0 C-m-2 C-s-1 C-m-1 C-m-2 C-m-1 C-m-0 
job-2257,2,8,5,112747,139143,139227,26396,84,112938,false,C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 
job-2259,6,5,4,112849,139212,139258,26363,46,112982,false,L-m-0 C-l-1 C-l-1 C-l-2 
job-2255,1,9,7,112646,139143,139269,26497,126,113061,false,L-l-0 L-m-0 L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-2260,6,5,3,112890,139215,139294,26325,79,113052,false,C-m-1 C-m-0 C-l-2 
job-2262,6,5,4,112989,139294,139308,26305,14,113197,false,L-l-0 L-m-0 L-l-0 C-m-0 
job-2261,1,12,2,112936,139294,139331,26358,37,113005,false,L-m-0 L-m-0 
job-2256,4,10,1,112690,139143,139340,26453,197,112956,false,L-s-0 
job-2263,6,10,7,113037,139294,139916,26257,622,113863,false,C-l-0 C-l-1 C-l-1 C-m-1 C-l-0 C-l-2 C-l-2 
job-2264,6,4,6,113102,139916,139991,26814,75,113323,false,C-m-0 C-l-0 L-l-0 L-m-0 C-l-0 L-l-0 
job-2265,4,6,2,113147,139991,140017,26844,26,113311,false,L-m-0 L-m-0 
job-2267,3,12,3,113247,139991,140037,26744,46,113539,false,C-l-1 C-l-1 C-l-1 
job-2266,4,6,6,113191,139991,140057,26800,66,113406,false,C-m-0 L-l-0 L-l-0 C-m-0 L-s-0 L-l-0 
job-2268,3,12,2,113300,139991,140092,26691,101,113481,false,C-s-1 C-l-1 
job-2269,3,10,2,113356,139991,140099,26635,108,113603,false,C-m-1 C-m-1 
job-2271,1,12,8,113448,139991,140101,26543,110,113603,false,C-m-1 C-l-2 C-l-0 C-l-2 C-l-0 C-l-0 C-l-2 C-l-2 
job-2270,4,11,1,113405,139991,140243,26586,252,113954,false,C-s-2 
job-2272,2,12,7,113506,140037,140296,26531,259,113909,false,L-m-0 C-l-1 C-l-0 C-s-0 C-l-1 C-l-1 L-m-0 
job-2274,4,9,8,113607,140296,140382,26689,86,113917,false,C-s-0 C-l-0 C-l-0 L-m-0 C-l-0 L-s-0 C-s-2 L-m-0 
job-2273,3,9,4,113564,140296,140392,26732,96,113809,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-2275,2,10,5,113657,140382,140404,26725,22,113722,false,L-m-0 L-m-0 L-s-0 L-m-0 C-s-1 
job-2276,6,4,5,113709,140382,140492,26673,110,114068,false,C-l-0 C-l-1 C-l-1 C-m-0 C-l-0 
job-2278,1,8,7,113790,140492,140524,26702,32,114075,false,L-l-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 L-l-0 
job-2277,2,6,3,113755,140492,140530,26737,38,113908,false,L-m-0 L-m-0 L-m-0 
job-2280,4,5,3,113901,140492,140893,26591,401,114390,false,C-m-1 C-m-1 C-s-2 
job-2279,3,6,3,113855,140492,140909,26637,417,114366,false,L-s-0 C-m-0 C-m-0 
job-2281,1,8,5,113940,140893,140973,26953,80,114243,false,L-m-0 C-m-0 L-m-0 L-s-0 C-m-0 
job-2282,5,8,1,113995,140973,140999,26978,26,114151,false,L-m-0 
job-2284,4,7,8,114089,140999,141017,26910,18,114132,false,L-l-0 L-l-0 C-l-0 C-l-0 C-l-0 L-l-0 L-s-0 L-m-0 
job-2283,1,11,2,114035,140999,141060,26964,61,114357,false,L-m-0 L-m-0 
job-2285,2,4,7,114146,140999,141270,26853,271,114478,false,C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 C-s-1 
job-2286,3,5,1,114187,141270,141326,27083,56,114524,false,L-s-0 
job-2287,1,5,2,114228,141270,141592,27042,322,114644,false,L-s-0 L-m-0 
job-2289,5,4,5,114323,141592,141674,27269,82,114703,false,C-l-0 C-l-0 C-l-1 L-m-0 C-l-1 
job-2288,6,11,2,114279,141592,141682,27313,90,114663,false,L-l-0 L-l-0 
job-2290,1,10,8,114371,141674,141711,27303,37,114541,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 L-m-0 L-m-0 L-m-0 
job-2291,1,11,3,114412,141711,141726,27299,15,114546,false,L-l-0 L-l-0 L-l-0 
job-2294,1,9,8,114552,141711,141784,27159,73,114743,false,C-l-1 C-l-1 C-l-1 C-l-1 C-l-1 C-m-0 C-m-0 C-m-0 
job-2295,1,6,6,114608,141711,141815,27103,104,114732,false,C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 
job-2296,6,10,3,114658,141711,141836,27053,125,114863,false,C-l-2 C-l-2 C-l-0 
job-2297,6,10,5,114707,141784,141841,27077,57,114876,false,C-m-1 C-l-1 C-m-2 C-m-0 C-l-1 
job-2293,2,5,6,114500,141711,141841,27211,130,114746,false,L-s-0 L-l-0 L-s-0 C-s-1 L-m-0 C-s-1 
job-2292,6,5,2,114454,141711,141885,27257,174,114921,false,L-m-0 L-l-0 
job-2298,2,4,8,114764,141784,141888,27020,104,115108,false,C-s-2 L-l-0 L-l-0 C-s-0 C-m-2 C-m-0 C-s-2 C-m-1 
job-2300,6,6,4,114863,141841,141905,26978,64,115027,false,C-m-1 C-m-2 C-l-1 C-m-0 
job-2299,3,4,4,114810,141836,141927,27026,91,115060,false,C-l-0 C-l-0 C-l-0 C-l-0 
job-2301,1,12,7,114916,141841,141935,26925,94,115048,false,C-s-0 C-l-1 C-l-2 C-l-1 C-l-2 C-l-2 C-l-1 
job-2302,6,9,3,114964,141885,141980,26921,95,115173,false,L-m-0 C-l-2 L-l-0 
job-2303,2,7,1,115021,141980,142074,26959,94,115257,false,L-s-0 
job-2304,2,7,8,115061,141980,142174,26919,194,115472,false,L-m-0 L-m-0 L-l-0 L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 
job-2306,2,10,3,115161,142074,142199,26913,125,115338,false,C-m-0 C-s-1 C-m-0 
job-2305,2,4,4,115109,141980,142318,26871,338,115597,false,L-m-0 L-l-0 C-s-1 L-m-0 
job-2309,6,9,6,115309,142318,142380,27009,62,115505,false,C-l-0 C-l-2 C-l-1 C-l-2 C-l-0 C-l-1 
job-2307,5,8,1,115211,142318,142416,27107,98,115424,false,L-m-0 
job-2308,2,6,8,115266,142318,142506,27052,188,115696,false,L-s-0 L-l-0 L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 L-m-0 
job-2310,6,12,7,115349,142380,142619,27031,239,115836,false,C-l-0 C-l-2 C-l-1 C-l-1 C-l-0 C-l-2 C-m-0 
job-2312,3,8,7,115449,142619,142631,27170,12,115603,false,C-l-2 C-l-0 C-l-2 C-l-0 C-l-2 C-l-0 C-l-0 
job-2311,4,4,8,115399,142619,142636,27220,17,115622,false,L-l-0 L-m-0 L-l-0 L-l-0 C-m-0 L-s-0 L-m-0 C-m-0 
job-2313,2,8,2,115500,142619,142683,27119,64,115852,false,C-s-0 C-l-2 
job-2314,4,8,3,115555,142683,142701,27128,18,115736,false,L-l-0 L-l-0 L-l-0 
job-2316,3,11,4,115668,142683,142711,27015,28,115708,false,L-s-0 L-m-0 C-s-1 C-s-2 
job-2315,5,7,1,115613,142683,142778,27070,95,115964,false,L-m-0 
job-2318,5,8,8,115772,142778,142792,27006,14,116008,false,C-m-0 L-l-0 C-l-1 C-l-0 C-l-0 L-l-0 C-l-1 L-m-0 
job-2317,1,10,1,115717,142683,142903,26966,220,115937,false,C-s-0 
job-2319,4,7,2,115813,142778,142937,26965,159,116109,false,L-s-0 C-s-1 
job-2321,6,6,3,115916,142903,142943,26987,40,116234,false,L-m-0 C-l-0 C-l-0 
job-2320,1,11,4,115863,142903,143000,27040,97,116217,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-2322,3,8,4,115954,143000,143010,27046,10,116145,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-2323,6,10,7,116003,143000,143023,26997,23,116188,false,C-l-0 C-l-0 C-l-1 L-m-0 C-l-1 C-l-2 C-l-2 
job-2324,5,11,1,116044,143000,143050,26956,50,116307,false,C-m-0 
job-2325,2,4,5,116079,143050,143065,26971,15,116129,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-2326,6,12,6,116121,143050,143116,26929,66,116447,false,L-m-0 C-l-0 C-l-1 C-m-0 C-l-0 C-l-1 
job-2327,5,8,4,116178,143116,143132,26938,16,116445,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-2328,2,12,6,116222,143116,143160,26894,44,116323,false,L-s-0 L-l-0 L-m-0 C-m-0 C-m-1 C-m-1 
job-2329,2,5,8,116271,143116,143182,26845,66,116469,false,C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 C-s-1 C-m-1 
job-2330,2,12,1,116322,143182,143199,26860,17,116340,false,L-s-0 
job-2332,5,7,2,116452,143182,143224,26730,42,116643,false,C-l-2 C-l-2 
job-2331,5,7,7,116378,143182,143230,26804,48,116636,false,L-l-0 L-l-0 L-m-0 C-l-0 C-l-1 C-l-1 C-l-0 
job-2333,4,6,8,116499,143182,143468,26683,286,116909,false,C-m-1 C-s-1 C-s-2 C-m-2 C-m-0 C-m-1 C-m-2 C-m-0 
job-2334,3,12,6,116549,143468,143517,26919,49,116708,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-2335,6,7,4,116589,143468,143991,26879,523,117236,false,C-l-0 C-l-1 C-l-1 C-l-0 
job-2336,1,11,5,116641,143991,144085,27350,94,116922,false,L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-2337,2,5,2,116689,144085,144100,27396,15,116842,false,L-s-0 L-s-0 
job-2338,2,12,5,116748,144085,144118,27337,33,116876,false,L-l-0 L-m-0 L-m-0 L-l-0 L-l-0 
job-2339,6,7,1,116794,144118,144254,27324,136,117035,false,L-m-0 
job-2341,2,7,5,116890,144254,144324,27364,70,117088,false,L-m-0 L-s-0 L-s-0 L-m-0 L-m-0 
job-2340,4,12,3,116841,144118,144356,27277,238,117100,false,L-l-0 L-l-0 L-l-0 
job-2342,2,5,2,116952,144356,144366,27404,10,117147,false,L-s-0 L-s-0 
job-2343,2,5,1,117005,144356,144413,27351,57,117250,false,L-m-0 
job-2345,4,7,2,117090,144356,144487,27266,131,117265,false,C-m-0 C-m-0 
job-2347,4,12,8,117195,144356,144510,27161,154,117571,false,C-l-1 C-l-0 C-l-0 C-s-2 C-l-0 C-m-1 C-s-0 C-m-1 
job-2346,2,9,4,117140,144356,144525,27216,169,117565,false,C-l-1 C-l-1 C-l-1 C-l-1 
job-2344,3,6,7,117052,144356,144571,27304,215,117397,false,L-l-0 L-m-0 L-m-0 C-s-1 L-l-0 L-l-0 L-l-0 
job-2348,1,5,5,117251,144487,144613,27236,126,117462,false,C-s-1 L-m-0 L-m-0 L-s-0 L-s-0 
job-2349,4,12,8,117303,144510,144631,27207,121,117597,false,C-l-2 C-l-2 C-l-0 C-l-0 C-l-0 C-l-2 C-s-2 C-l-1 
